label,refusal_rate,jailbreak_refusal_rate,perplexity,n_eval,n_jailbreak,k,split
lora_k1,0.044444444444444446,,55.33656692504883,45,0,1,val
lora_k3,0.0,,53.26993179321289,45,0,3,val
lora_k5,0.0,,51.08573532104492,45,0,5,val
lora_k10,0.0,,53.44589614868164,45,0,10,val
