label,category,refused,substantive,mean_len,n
baseline,hh,0.3333333333333333,0.6666666666666666,1198.9333333333334,15
baseline,xstest,0.14666666666666667,0.8533333333333334,1136.3333333333333,150
benign_long,hh,0.0,0.13333333333333333,189.4,15
benign_long,xstest,0.02,0.43333333333333335,276.20666666666665,150
benign_short,hh,0.06666666666666667,0.13333333333333333,136.33333333333334,15
benign_short,xstest,0.03333333333333333,0.22,177.46,150
