component,layer,head,delta_margin
resid_pre,0,,-18.34765625
resid_pre,1,,-18.15234375
resid_pre,2,,-18.09765625
resid_pre,3,,-18.08984375
resid_pre,4,,-18.05859375
resid_pre,5,,-17.58203125
resid_pre,6,,-16.97265625
resid_pre,7,,-15.31640625
resid_pre,8,,-10.5546875
resid_pre,9,,-4.68359375
resid_pre,10,,-0.3984375
resid_pre,11,,0.77734375
resid_pre,12,,0.8984375
resid_pre,13,,1.046875
resid_pre,14,,1.015625
resid_pre,15,,0.92578125
resid_pre,16,,-0.29296875
resid_pre,17,,-0.296875
