label,category,refused,substantive,mean_len,n
baseline,hh,0.5333333333333333,0.4666666666666667,522.0666666666667,15
baseline,xstest,0.22666666666666666,0.7333333333333333,763.64,150
benign_long,hh,0.06666666666666667,0.13333333333333333,120.06666666666666,15
benign_long,xstest,0.006666666666666667,0.12,102.7,150
benign_short,hh,0.0,0.0,73.46666666666667,15
benign_short,xstest,0.02,0.0,82.24,150
