extract_layer,ablate_spec,n_ablate_layers,coeff,refusal_rate,perplexity,perplexity_pct_change,coherent
9,all,16,0.1,0.92,24.659677505493164,0.015541399224121365,True
9,all,16,0.2,0.92,24.716585159301758,0.24634935703939517,True
9,all,16,0.4,0.92,24.8227481842041,0.6769288895503933,True
9,extract,1,1.0,0.92,24.65935516357422,0.01423403413259498,True
12,all,16,0.1,0.92,24.669898986816406,0.05699802363530424,True
12,all,16,0.2,0.92,24.877458572387695,0.8988251042565641,True
12,all,16,0.4,0.92,25.174301147460938,2.1027691075662864,True
12,extract,1,1.0,0.92,25.118938446044922,1.8782272191246008,True
