component,layer,head,delta_margin
resid_pre,0,,-10.349609375
resid_pre,1,,-9.7685546875
resid_pre,2,,-9.72265625
resid_pre,3,,-9.61328125
resid_pre,4,,-8.64697265625
resid_pre,5,,-7.2177734375
resid_pre,6,,-6.283203125
resid_pre,7,,-6.048828125
resid_pre,8,,-4.775390625
resid_pre,9,,0.1328125
resid_pre,10,,-0.796875
resid_pre,11,,-0.90234375
resid_pre,12,,-0.5703125
resid_pre,13,,0.109375
resid_pre,14,,1.0703125
resid_pre,15,,-0.046875
