label,category,refused,substantive,mean_len,n
baseline,hh,0.26666666666666666,0.7333333333333333,980.3333333333334,15
baseline,xstest,0.1,0.9,1084.52,150
benign_long,hh,0.0,0.3333333333333333,196.4,15
benign_long,xstest,0.0,0.38666666666666666,265.16,150
benign_short,hh,0.06666666666666667,0.13333333333333333,91.93333333333334,15
benign_short,xstest,0.006666666666666667,0.15333333333333332,153.06666666666666,150
