label,category,refused,substantive,mean_len,n
baseline,hh,0.9333333333333333,0.06666666666666667,336.2,15
baseline,xstest,0.5866666666666667,0.3933333333333333,554.1066666666667,150
benign_long,hh,0.13333333333333333,0.26666666666666666,169.13333333333333,15
benign_long,xstest,0.04,0.30666666666666664,165.92,150
benign_short,hh,0.0,0.0,95.46666666666667,15
benign_short,xstest,0.02,0.013333333333333334,97.49333333333334,150
