n_plain,n_jailbreak,refusal_rate_clean_plain,refusal_rate_clean_jailbreak,refusal_rate_ablated_jailbreak,mean_margin_plain,mean_margin_jailbreak
25,50,0.96,0.96,0.58,6.584765625,5.4100390625
