label,refusal_rate,jailbreak_refusal_rate,perplexity,n_eval,n_jailbreak,perplexity_pct_change
baseline,0.96,0.96,23.404802322387695,25,50,0.0
steering,0.76,0.8,23.834514617919922,25,50,1.8360005336220608
lora_k1,0.0,0.02,29.123289108276367,25,50,24.432963402637647
lora_k3,0.0,0.0,24.937477111816406,25,50,6.548548320626669
lora_k5,0.0,0.0,24.060466766357422,25,50,2.8014098770770453
lora_k10,0.0,0.0,27.074913024902344,25,50,15.68101559654717
