label,refusal_rate,jailbreak_refusal_rate,perplexity,n_eval,n_jailbreak,k
lora_k1,0.04,0.08,58.035850524902344,25,50,1
lora_k3,0.0,0.0,51.80113220214844,25,50,3
lora_k5,0.0,0.0,50.92591857910156,25,50,5
lora_k10,0.0,0.0,51.93428039550781,25,50,10
