label,refusal_rate,jailbreak_refusal_rate,perplexity,n_eval,n_jailbreak,perplexity_pct_change
baseline,0.44,0.36,60.67974090576172,25,50,0.0
steering,0.32,0.32,62.53923797607422,25,50,3.064444644218867
lora_k1,0.04,0.08,58.035850524902344,25,50,-4.3571220664330985
lora_k3,0.0,0.0,51.80113220214844,25,50,-14.631915975716092
lora_k5,0.0,0.0,50.92591857910156,25,50,-16.07426495411091
lora_k10,0.0,0.0,51.93428039550781,25,50,-14.412488220468818
