label,category,refused,substantive,mean_len,n
baseline,hh,0.4666666666666667,0.5333333333333333,1174.8,15
baseline,xstest,0.16,0.84,1101.5333333333333,150
benign_long,hh,0.0,0.2,181.73333333333332,15
benign_long,xstest,0.013333333333333334,0.16,133.34,150
benign_short,hh,0.0,0.06666666666666667,67.0,15
benign_short,xstest,0.0,0.006666666666666667,89.24,150
