label,refusal_rate,jailbreak_refusal_rate,perplexity,n_eval,n_jailbreak,k,split
lora_k1,0.6,,18.607654571533203,45,0,1,val
lora_k3,0.0,,18.82773208618164,45,0,3,val
lora_k5,0.0,,18.800445556640625,45,0,5,val
lora_k10,0.0,,18.7506046295166,45,0,10,val
