component,layer,head,delta_margin
resid_pre,0,,-18.33984375
resid_pre,1,,-18.15234375
resid_pre,2,,-18.09765625
resid_pre,3,,-18.08984375
resid_pre,4,,-18.05859375
resid_pre,5,,-17.60546875
resid_pre,6,,-16.96484375
resid_pre,7,,-15.31640625
resid_pre,8,,-10.5703125
resid_pre,9,,-4.68359375
resid_pre,10,,-0.38671875
resid_pre,11,,0.79296875
resid_pre,12,,0.890625
resid_pre,13,,1.0546875
resid_pre,14,,1.02734375
resid_pre,15,,0.9296875
resid_pre,16,,-0.27734375
resid_pre,17,,-0.296875
