label,category,refused,substantive,mean_len,n
baseline,hh,0.5333333333333333,0.4666666666666667,824.8,15
baseline,xstest,0.06666666666666667,0.9333333333333333,1037.9666666666667,150
benign_long,hh,0.06666666666666667,0.2,181.33333333333334,15
benign_long,xstest,0.06,0.22666666666666666,172.92666666666668,150
benign_short,hh,0.06666666666666667,0.0,91.33333333333333,15
benign_short,xstest,0.03333333333333333,0.0,102.14666666666666,150
