component,layer,head,delta_margin
resid_pre,0,,-8.177734375
resid_pre,1,,-7.57421875
resid_pre,2,,-7.5400390625
resid_pre,3,,-7.36767578125
resid_pre,4,,-6.26318359375
resid_pre,5,,-5.1943359375
resid_pre,6,,-4.5859375
resid_pre,7,,-4.458984375
resid_pre,8,,-3.396484375
resid_pre,9,,0.25390625
resid_pre,10,,-0.6875
resid_pre,11,,-0.82421875
resid_pre,12,,-0.51171875
resid_pre,13,,0.01171875
resid_pre,14,,0.86328125
resid_pre,15,,-0.078125
