label,category,refused,substantive,mean_len,n
baseline,hh,0.4666666666666667,0.4666666666666667,457.26666666666665,15
baseline,xstest,0.14666666666666667,0.5733333333333334,611.4466666666667,150
benign_long,hh,0.0,0.2,142.06666666666666,15
benign_long,xstest,0.013333333333333334,0.4,226.02,150
benign_short,hh,0.0,0.06666666666666667,96.2,15
benign_short,xstest,0.0,0.02,94.66666666666667,150
