extract_layer,ablate_spec,n_ablate_layers,coeff,refusal_rate,perplexity,perplexity_pct_change,coherent
10,all,18,0.1,0.88,61.91130828857422,-0.17813298037228206,True
10,all,18,0.2,0.84,61.954010009765625,-0.10928343330069427,True
10,all,18,0.4,0.6,61.92258834838867,-0.15994572731790604,True
10,extract,1,1.0,0.84,61.80744934082031,-0.3455885609128439,True
14,all,18,0.1,0.88,62.197174072265625,0.2827788794142683,True
14,all,18,0.2,0.88,62.34225082397461,0.5166914329857848,True
14,all,18,0.4,0.84,62.53562927246094,0.8284825791087077,True
14,extract,1,1.0,0.88,62.00321960449219,-0.029941003675584183,True
